IHBAS-CPCB,Dwarka-S8-DPCC,Sri-Aurobindo-Marg-DPCC,DTU-CPCB,Okhla-Phase-2-DPCC,Alipur-DPCC,Sonia-Vihar-DPCC,Ashok-Vihar-DPCC,Mundka-DPCC,Pusa-DPCC,Vivek-Vihar-DPCC,Mandir-Marg-DPCC,Nehru-Nagar-DPCC,Wazirpur-DPCC,RK-Puram-DPCC,Punjabi-Bagh-DPCC,KSSR-DPCC,Jahangirpuri-DPCC,Narela-CPCB,Patparganj-DPCC,Rohini-DPCC,Anand-Vihar-DPCC,NSIT-Dwarka-CPCB,MDCNS-DPCC,Najafgarh-DPCC
23.71,82.58,30.93,170.4,20.982727272727274,21.9,37.35,49.55,27.53,59.4,30.73,22.8,41.45,57.4,93.97,24.85,31.3,67.08,21.6,45.48,72.12,20.5,118.73,56.08,31.9
23.84,76.78,28.43,183.85,21.805454545454545,20.7,36.28,46.17,29.6,62.77,30.05,26.45,43.85,57.83,94.2,32.25,31.25,85.88,22.5,41.1,65.65,16.08,113.29,59.17,25.08
24.42,69.68,29.3,199.38,21.878181818181815,18.45,32.35,45.45,28.52,66.97,29.35,27.73,50.53,58.77,98.65,37.6,31.38,103.7,22.48,40.97,59.9,6.03,104.37,75.93,20.38
24.52,62.2,29.43,235.35,24.08818181818182,18.35,27.07,64.08,28.77,69.75,27.5,29.07,53.45,60.67,97.47,37.35,31.2,85.12,22.9,45.92,59.8,0.38,100.26,83.38,18.7
25.56,61.67,30.3,283.2,25.376363636363635,18.67,26.52,66.9,28.25,68.45,24.32,29.43,49.62,68.2,96.58,37.25,29.45,38.5,24.0,50.67,67.8,1.17,92.86,75.45,25.32
24.45,64.02,30.27,230.07,25.63272727272727,19.6,25.93,67.52,27.32,62.8,26.2,29.1,48.85,66.27,94.85,31.95,29.48,42.18599999999999,22.43,51.92,72.42,5.55,88.63,72.8,21.18
25.35,59.65,28.22,210.1,23.413076923076922,18.18,27.57,58.0,27.1,55.33,26.38,26.48,47.95,64.77,90.08,24.3,27.98,43.583333333333336,22.12,52.17,62.67,16.1,79.33,57.3,23.17
29.93,63.98,27.68,192.2,22.605,18.55,30.62,47.85,27.75,51.8,28.3,24.82,45.23,57.25,90.25,22.4,28.53,40.716875,21.62,52.75,63.73,11.27,79.06,48.4,26.62
29.6,57.9,27.4,120.65,21.414,20.48,34.38,40.05,24.38,51.15,29.77,22.9,40.78,52.57,90.38,21.57,27.25,38.603125000000006,22.4,52.65,59.33,20.25,77.16,40.15,30.22
28.0,56.0,27.02,140.53266666666664,20.532,18.38,35.23,34.4,23.82,48.1,30.67,22.32,37.3,50.95,89.8,26.88,28.42,38.42,22.62,52.12,53.95,21.83,74.03,40.15,12.5
27.3,52.3,26.9,124.91533333333334,19.29941176470588,14.65,35.88,30.1,22.2,44.03,28.92,19.57,34.28,46.85,92.83,26.8,29.62,37.32764705882352,22.2,49.4,48.08,22.7,72.64,36.28,26.75
27.41,56.33111111111111,27.15,124.47666666666667,18.597222222222218,13.7,36.25,29.15,21.85,46.42,26.7,18.88,30.73,42.45,89.9,37.75,30.68,36.73352941176471,21.55,46.35,42.48,23.15,65.24,37.65,15.77
25.64,54.468333333333334,28.82,131.905,90.3,14.4,31.18,31.93,22.05,50.3,21.52,19.55,30.35,40.95,88.73,37.67,28.1,37.23941176470587,22.2,44.02,37.95,25.98,67.43,40.1,14.32
21.04,54.04666666666667,28.85,134.74437500000002,10.5,15.22,24.43,34.88,21.15,46.57,21.45,22.02,31.88,40.35,88.88,36.85,27.3,37.319411764705876,23.2,41.98,36.78,22.38,67.17,38.83,13.75
21.32,54.9238888888889,29.2,144.55600000000004,7.45,14.55,23.58,35.65,21.27,51.55,22.77,23.65,33.6,41.12,86.95,26.35,27.6,37.434705882352944,24.55,40.62,37.67,20.18,67.94,30.07,20.85
21.3,56.82888888888888,27.15,173.80666666666667,8.35,14.2,23.62,30.98,23.05,49.38,26.15,23.62,32.4,38.92,87.35,21.45,25.45,36.9925,24.47,39.25,40.38,14.38,72.71,29.3,23.25
21.45,59.23055555555556,28.08,203.06625,8.9,14.4,24.8,27.22,24.62,47.73,27.9,23.93,40.33,42.75,89.17,19.35,26.93,37.97588235294117,25.12,38.77,42.92,13.38,90.47,29.4,20.15
22.91,60.75833333333334,27.6,228.036875,9.2,14.57,28.5,25.75,27.05,45.58,30.4,24.88,45.3,43.67,96.62,32.62,27.95,39.03764705882353,25.32,38.83,47.03,20.98,107.73,28.98,29.88
23.73,65.60166666666666,27.85,238.448125,20.98214285714286,14.15,33.25,34.97,29.22,43.85,28.88,24.5,35.03,46.62,103.58,42.97,30.55,40.58588235294117,27.42,41.42,43.48,0.2,116.55,33.83,18.35
23.83,64.82333333333332,28.5,229.79749999999999,22.97583333333333,15.1,36.3,34.33,28.73,41.83,27.23,23.73,37.62,49.45,99.88,43.83,29.9,42.54823529411765,25.4,42.62,49.7,0.2,154.57,37.22,15.2
23.88,62.72722222222223,29.97,248.448125,23.37692307692308,14.62,39.25,40.92,24.3,41.1,24.52,25.45,38.4,47.55,96.15,42.15,31.43,43.94411764705882,27.72,45.78,49.92,0.2,190.83,36.77,16.32
49.03764705882353,62.466111111111104,27.73,245.21133333333336,24.17833333333333,15.58,39.07,40.62,25.7,40.92,23.78,26.25,41.1,52.33,93.5,34.53,28.27,44.89882352941177,25.18,41.83,55.18,0.2,186.48,37.9,16.45
47.309411764705885,65.68444444444444,27.68,232.12866666666665,28.854545454545452,14.78,41.52,43.83,28.35,38.62,27.88,30.12,48.33,51.7,94.3,28.35,30.62,45.61235294117647,29.2,54.02,59.85,0.2,181.31,40.92,18.8
46.98294117647059,65.77222222222223,33.7,209.25533333333337,22.84444444444445,20.3,37.2,42.2,31.1,45.3,30.4,28.65,43.8,64.7,91.4,28.1,,36.588235294117645,28.6,55.5,77.9,0.5,159.69,42.25,92.8
46.18058823529412,68.75944444444445,30.5,220.81933333333336,21.176,19.85,32.45,48.43,35.42,46.25,30.8,24.05,35.78,70.75,93.35,24.7,27.43,35.36647058823529,29.9,48.62,86.35,0.2,147.45,38.45,58.97
46.54176470588236,70.73666666666668,28.0,225.89933333333337,22.141,19.25,31.12,58.28,31.27,44.5,30.25,25.5,39.95,69.1,94.4,37.2,29.38,37.39823529411765,30.8,45.52,83.3,0.2,148.76,41.98,31.15
46.84117647058823,71.955,27.12,226.91800000000003,23.009,16.77,34.4,60.88,31.35,47.75,31.65,26.08,49.52,80.17,98.27,51.73,27.15,40.88000000000001,29.4,44.98,83.53,0.2,134.87,44.95,28.35
47.51058823529412,69.85555555555555,27.98,255.18600000000004,23.748,14.52,40.18,93.9,31.23,50.75,29.0,26.32,43.35,86.38,97.78,44.4,26.02,44.30705882352942,31.03,47.5,87.67,0.2,120.57,47.35,26.17
48.325294117647054,72.3711111111111,29.45,294.28125,26.419999999999998,17.42,42.75,86.45,30.02,53.3,27.65,26.85,46.0,65.17,97.38,35.53,26.4,42.85647058823529,31.17,50.95,69.5,0.25,124.42,45.72,22.3
45.788823529411765,74.13388888888889,31.4,257.84875,27.189090909090908,13.85,40.27,44.83,29.55,47.8,27.05,27.33,52.53,51.88,99.35,28.15,24.92,43.608125,29.27,59.33,59.35,1.35,117.79,53.72,22.0
46.684999999999995,69.89388888888888,26.95,227.455625,13.32,15.42,35.5,38.77,29.48,42.98,24.47,29.3,49.62,43.12,90.83,19.88,22.83,43.229375,26.85,59.7,49.95,21.58,100.94,36.85,17.75
45.768888888888895,65.16055555555556,25.9,190.704375,13.72,14.2,32.17,32.28,24.0,38.9,25.92,26.02,45.4,41.88,90.35,17.9,24.0,39.67529411764706,25.58,61.6,44.05,25.27,83.27,28.93,24.75
47.54,62.55,27.08,158.5775,22.87,15.555625,27.02,24.93,21.95,40.42,26.4,23.42,44.4,39.8,91.78,17.3,24.33,37.995000000000005,25.85,62.33,41.65,26.3,77.9,28.3,21.95
47.681666666666665,60.2,27.8,145.64800000000002,21.844,14.56133333333333,24.17,26.52,20.75,45.12,25.5,22.75,40.72,42.8,92.47,28.55,26.27,37.13312499999999,26.62,59.35,40.82,27.0,75.69,28.1,23.95
50.114999999999995,63.6,27.65,136.33733333333333,12.9,13.739375,23.55,26.15,20.0,45.08,25.27,20.05,40.35,42.33,95.78,33.17,29.43,36.430625,27.05,54.0,39.73,23.6,74.9,28.73,26.88
51.35294117647059,57.0,26.77,128.31066666666666,12.22,20.671875,23.1,26.7,19.07,49.3,23.62,19.5,35.68,40.27,92.43,33.08,30.1,36.82,28.32,49.47,39.5,24.0,75.42,30.15,18.27
37.03,54.52,28.55,127.79,12.1,17.59875,24.6,31.53,19.73,49.58,21.62,19.52,33.55,39.4,92.4,30.1,29.55,37.53,30.85,45.55,37.3,21.7,76.14,33.05,14.97
36.62,56.65,29.45,126.731875,18.659999999999997,17.035,26.68,37.4,20.92,49.05,22.6,23.12,33.97,44.75,90.6,26.92,26.25,37.551875,33.7,44.23,38.92,21.03,69.73,37.0,15.05
37.39,61.02,30.1,149.266875,14.1,13.6,29.95,36.65,22.22,46.18,26.05,24.52,35.73,42.92,89.15,21.32,29.38,38.324,34.98,42.9,40.7,22.8,70.89,34.25,16.3
32.31,64.58,29.27,177.47375,13.23,16.93,32.62,35.33,22.45,45.67,27.85,24.05,38.17,44.2,90.82,18.75,31.02,38.152857142857144,37.08,40.6,43.2,27.5,74.47,30.65,22.5
30.35,66.4,28.95,215.2,12.78,14.32,34.33,28.62,20.73,43.35,30.73,24.73,41.98,44.93,91.93,17.35,32.15,38.87533333333333,34.35,41.92,45.6,18.38,79.68,32.15,28.4
29.24,67.0,29.43,236.653125,12.18,14.25,35.47,31.32,22.88,44.67,34.08,26.07,37.62,48.62,93.12,25.52,31.68,40.28666666666666,32.4,44.58,50.03,29.23,97.34,32.38,28.35
28.92,69.2,29.73,235.000625,20.407692307692308,14.27,35.17,30.6,23.83,44.75,33.3,24.25,36.9,51.1,98.9,30.25,31.45,41.96466666666666,33.75,46.0,53.55,28.02,98.78,36.75,33.2
29.29,68.5,30.68,214.400625,23.08909090909091,14.2,31.6,33.67,22.65,45.9,33.23,25.18,39.02,51.1,97.22,31.07,31.08,44.321333333333335,34.9,45.6,55.95,26.25,97.75,39.75,20.55
29.22,65.97,30.57,220.98875,23.027500000000003,14.38,32.1,39.0,22.88,42.3,28.18,25.8,38.33,50.3,96.72,30.83,30.77,46.54399999999999,32.07,43.7,55.0,27.12,101.09,42.28,17.62
28.49,65.57,30.25,237.97437499999998,23.94363636363636,14.65,33.27,40.6,23.68,43.75,26.73,27.7,41.3,49.35,96.75,25.38,29.6,47.91599999999999,33.22,47.62,53.2,27.62,101.48,39.77,17.55
26.33,69.38,29.8,228.76000000000002,27.903000000000002,14.2,32.95,41.88,25.15,45.35,29.12,32.0,45.65,52.55,96.17,19.8,30.73,46.376875,37.08,53.9,51.5,29.35,103.76,46.15,22.25
26.14,71.0,33.6,205.93,22.975,16.2,35.0,37.5,23.25,50.1,31.5,27.45,40.7,45.2,90.4,16.2,,39.30666666666668,32.5,48.3,49.6,23.35,98.85,44.05,28.3
24.31,69.78,30.82,214.585625,21.79111111111111,14.73,34.95,31.2,23.52,45.67,30.55,24.2,37.15,44.6,94.22,14.75,27.65,38.15066666666666,30.43,42.75,47.38,23.82,87.61,34.9,24.98
24.03,65.7,27.8,216.981875,22.528888888888886,13.75,34.27,26.38,21.7,42.4,25.57,24.5,35.83,42.77,92.55,22.12,27.1,39.82133333333333,29.78,36.9,42.83,22.2,84.2,30.62,24.68
24.29,64.0,27.75,220.9025,24.073333333333334,13.57,33.53,25.17,21.77,41.62,25.28,23.42,36.9,42.85,97.38,29.88,25.75,43.037333333333336,28.8,35.62,39.85,20.1,83.3,31.48,22.15
24.61,61.7,28.65,240.643125,25.38666666666667,13.55,32.35,26.88,21.12,37.48,24.95,22.9,37.8,44.95,97.3,27.57,25.0,46.092,28.25,37.7,41.48,16.2,81.73,32.25,17.77
25.99,56.42,30.6,256.17812499999997,26.696666666666665,13.92,29.38,32.45,20.38,40.18,21.52,24.1,38.92,45.67,95.8,26.23,25.12,43.483333333333334,27.62,40.7,44.98,16.82,81.93,32.3,17.42
24.39,55.98,30.02,249.915,27.881,14.32,25.98,33.05,21.35,41.02,21.8,25.45,41.33,44.55,94.7,21.93,23.88,44.37214285714286,28.02,42.62,45.98,14.35,78.4,34.03,16.05
24.83,58.17,28.98,225.21375,25.453333333333337,14.98,26.42,33.75,21.38,41.48,22.25,26.92,39.83,47.22,90.47,15.95,24.48,46.342,29.3,44.57,45.53,23.68,73.88,33.73,16.6
24.38,62.6,29.77,199.41500000000002,24.069999999999997,14.62,27.25,33.05,21.88,41.3,24.07,26.02,43.58,45.95,91.58,14.75,25.62,37.8,29.55,45.42,44.4,22.88,74.57,32.67,20.73
24.45,64.97,29.88,161.54250000000002,22.82857142857143,14.0,27.43,31.8,22.02,39.98,26.5,24.25,41.95,43.58,92.03,13.97,26.53,39.7,30.55,48.38,42.83,24.85,71.5,30.15,24.07
26.0,62.1,30.2,142.61466666666666,12.15,13.4,29.15,41.38,20.88,40.23,27.65,24.1,40.45,47.2,93.38,24.55,29.23,41.52,31.77,50.15,42.88,26.67,73.28,39.83,24.8
30.79,64.88,30.27,132.648,13.8,14.0,34.65,38.2,22.33,39.67,27.65,21.68,40.45,49.25,98.53,32.33,31.15,53.05,32.4,48.15,43.73,24.67,70.55,41.55,19.42
29.97,64.97,30.55,123.04400000000001,13.95,14.33,36.58,36.65,20.9,40.7,28.0,21.77,40.12,47.73,96.7,32.3,32.35,56.85,34.28,47.18,44.75,26.55,74.16,40.38,17.15
26.79,58.07,31.45,121.660625,12.3,13.85,37.53,35.92,20.5,40.3,29.2,22.1,39.7,46.15,95.35,32.03,33.62,49.75,34.7,46.1,48.17,27.72,77.01,38.78,17.48
25.21,59.17,32.03,119.706875,11.82,13.95,37.53,37.48,20.95,40.25,31.4,25.28,37.85,47.8,92.95,26.3,28.83,44.58,33.25,45.67,47.75,27.8,73.91,39.65,18.3
24.39,61.57,32.52,139.953125,10.68,15.38,35.67,38.33,20.45,40.55,30.02,26.55,32.58,48.73,90.05,19.77,28.93,37.9,31.55,45.2,47.23,27.45,74.45,35.75,18.73
24.56,62.3,32.5,168.509375,10.9,15.83,30.72,37.05,19.7,39.27,31.25,24.83,32.48,50.12,90.48,16.95,30.1,40.55,34.17,44.22,51.5,28.45,81.94,33.18,18.68
27.76,61.1,32.88,199.97500000000002,10.23,14.45,31.1,35.8,22.97,40.0,30.8,24.92,38.95,52.65,93.47,18.9,28.7,40.7,31.8,43.23,53.1,23.78,112.84,35.52,19.88
28.49,64.75,30.5,226.6275,9.35,15.18,31.9,36.6,25.57,40.85,25.08,26.18,35.97,56.65,95.7,37.67,31.2,47.48,32.6,45.88,57.5,3.72,113.3,41.83,20.7
29.59,66.53,30.58,238.096875,21.848333333333333,15.9,33.53,36.47,25.8,37.75,26.8,23.23,36.58,55.15,100.75,49.6,32.47,54.83,34.7,49.42,55.62,4.62,113.37,40.27,20.27
31.42,67.82,32.62,211.3233333333333,24.308,14.18,39.75,38.3,26.2,44.95,25.98,24.3,36.02,60.85,99.25,32.222352941176474,31.55,54.77,33.78,47.27,53.65,0.62,113.75,34.7,20.68
31.93,65.4,33.0,247.793125,24.229090909090907,15.12,42.02,41.45,25.7,45.12,31.07,25.4,39.83,62.03,97.85,31.740000000000002,30.08,53.48,36.23,48.97,56.3,0.2,108.98,42.75,23.27
35.16,67.57,32.6,256.10375,25.529000000000003,15.8,45.07,39.68,25.27,41.78,33.3,27.9,39.33,56.52,98.08,30.75,32.33,47.2,33.58,54.1,58.92,0.2,113.27,45.73,22.48
30.01,70.53,31.73,247.81375,29.5975,15.47,41.7,50.27,28.83,43.73,39.88,31.32,46.55,66.92,95.92,31.140588235294118,31.35,44.6,36.95,62.88,64.3,13.7,118.99,49.77,25.88
30.49,70.4,41.1,221.3775,22.116666666666664,15.5,42.3,43.2,21.35,46.8,42.0,29.45,47.3,62.2,94.75,30.064705882352943,,38.3,29.4,60.6,58.8,26.1,116.18,59.8,23.9
30.23,74.57,35.3,225.586875,21.194285714285716,17.8,39.4,44.55,25.48,51.12,34.15,26.6,41.03,61.3,96.42,29.598235294117643,35.55,38.52,32.98,54.05,59.58,25.88,114.85,53.9,20.6
29.02,72.45,31.67,225.743125,23.308571428571433,18.4,35.0,40.67,24.78,48.15,30.9,27.7,40.55,66.3,95.97,31.23058823529412,29.3,42.4,33.62,46.0,56.92,26.65,118.45,48.75,19.47
27.64,70.45,30.8,226.77749999999997,24.318571428571424,17.05,31.62,38.03,24.5,42.73,26.73,25.68,38.95,62.52,101.55,34.45117647058824,29.25,48.23,34.17,47.4,56.25,23.73,113.45,41.58,18.8
26.23,62.92,31.52,250.43812499999999,25.964285714285715,15.12,31.82,34.55,21.38,41.5,24.58,24.1,40.55,54.77,98.62,35.364705882352936,28.98,51.62,35.85,54.47,56.12,21.12,103.18,40.27,21.15
28.03,65.17,34.0,253.45499999999998,27.890000000000004,15.95,31.38,46.67,25.48,47.62,24.6,25.58,43.75,62.12,98.55,35.42235294117648,29.1,50.7,33.05,56.17,59.77,17.45,89.6,49.33,27.5
26.41,62.95,33.25,236.85,31.227777777777778,14.18,31.83,40.1,25.48,45.53,28.12,27.18,43.15,60.58,97.2,33.49294117647059,29.02,43.28,32.28,56.7,54.45,16.97,74.71,50.35,23.08
26.99,59.22,32.27,211.4175,26.717272727272725,14.2,35.52,36.73,24.45,40.95,31.02,27.78,39.85,60.15,92.4,30.627647058823527,28.27,41.8,31.82,56.62,51.67,18.78,67.67,41.85,19.68
32.55,59.35,31.82,183.89249999999998,24.83923076923077,14.57,38.0,36.75,23.92,39.77,35.98,26.15,40.07,63.4,93.85,29.498235294117645,27.52,49.2,34.07,56.8,51.98,19.52,67.52,39.33,17.65
35.82,66.0,32.4,154.27374999999998,18.5,20.88,39.48,35.62,23.55,40.38,35.38,25.38,42.53,67.25,95.3,28.598235294117647,27.62,35.85,35.78,56.58,54.23,22.3,64.89,37.8,17.85
35.59,67.2,32.38,139.09933333333336,20.8,20.7,41.45,35.1,24.18,36.4,28.18,25.93,42.15,67.45,96.75,29.741764705882353,28.62,37.88,38.98,57.08,54.53,79.4,67.11,36.9,18.77
38.69,66.95,33.23,127.30933333333333,22.08,18.62,40.4,36.12,24.32,38.7,27.32,22.75,39.05,70.15,102.07,30.875,29.08,45.07,38.0,57.62,52.82,78.47,65.56,36.27,18.35
50.46,66.28,33.45,122.49999999999999,22.15,17.95,34.73,38.88,23.12,37.9,26.75,22.75,38.046875,61.8,97.67,30.319999999999993,27.75,47.92,37.92,56.65,49.65,64.5,66.61,38.23,18.17
45.29,59.53,32.5,155.1,25.004615384615384,16.3,32.38,35.62,22.55,39.08,28.85,22.92,35.973749999999995,61.88,94.82,30.22611111111111,28.05,45.92,37.7,53.4,48.83,41.27,67.39,39.42,17.1
54.940588235294115,52.02,30.67,170.97,23.8,13.7,34.12,34.48,20.68,35.6,31.03,25.07,35.290588235294116,54.12,92.6,17.82,27.1,42.75,32.05,60.7,44.3,50.35,68.43,40.55,17.52
24.11,45.38,28.95,185.5,20.73,13.2,36.95,32.1,17.93,38.0,31.85,25.95,33.8,50.75,87.08,15.85,24.82,41.95,31.62,58.93,40.7,54.05,65.45,39.35,16.4
26.79,52.12,29.48,252.65,19.88,16.8,39.27,31.97,20.7,39.52,31.12,24.65,37.05,53.5,89.7,23.73,23.8,39.5,34.12,39.77,40.35,17.73,65.55,38.35,17.12
29.79,60.4,28.32,422.1,20.15,17.7,43.45,33.15,26.2,39.43,29.8,23.3,40.57,52.88,91.65,31.57,27.7,38.42,34.35,36.65,43.98,11.2,91.61,40.03,17.27
27.71,60.0,29.83,426.57,17.581875,16.9,41.1,31.88,21.7,38.42,27.07,25.05,34.33,50.77,92.35,30.83,26.75,35.88,35.68,37.4,39.95,50.78,92.38,37.9,17.68
30.65,60.42,28.58,395.75,20.642500000000002,18.05,39.77,32.98,21.65,39.75,23.82,23.52,33.8,50.65,95.22,32.55,28.12,37.77,38.92,38.02,44.77,53.53,93.19,35.67,17.9
31.08,59.3,30.15,319.23,22.848,17.45,39.93,35.38,20.65,39.88,25.45,22.95,33.35,49.23,94.15,33.62,28.12,42.57,38.6,39.2,44.48,38.53,92.44,37.88,17.68
30.05,55.67,30.48,346.1,22.697,17.17,36.98,39.47,23.05,39.62,28.95,23.5,36.32,53.33,94.0,31.33,29.52,45.92,38.08,40.67,48.3,47.83,104.27,41.77,17.6
28.65,51.75,30.4,370.17,24.227777777777778,15.45,29.5,36.45,23.07,38.42,28.77,23.95,36.25,49.92,92.0,28.33,26.38,46.98,38.07,42.05,43.0,42.48,102.46,43.6,17.02
26.67,54.15,29.95,279.38,28.453750000000003,16.2,31.95,37.0,22.32,38.65,31.45,27.65,37.38,54.83,91.4,27.17,25.73,43.4,38.08,47.35,46.32,47.58,94.57,47.55,18.93
26.64,58.7,34.2,189.28,22.549999999999997,20.5,28.4,31.1,18.25,39.7,30.7,23.15,32.5,47.8,88.6,26.8,,35.6,34.9,45.6,39.4,43.1,89.77,41.85,19.5
25.87,62.65,31.12,194.08,20.73142857142857,18.55,26.73,31.55,20.8,38.73,27.5,20.92,30.38,50.98,88.7,27.5,24.97,34.27,34.6,40.67,43.12,43.3,84.7,37.08,17.15
27.76,59.42,28.23,190.72,21.914285714285715,16.83,27.82,31.88,21.6,38.38,21.85,21.8,32.15,52.8,90.4,28.27,24.07,30.2,34.05,37.5,43.33,34.62,86.98,34.9,14.1
28.51,57.92,28.3,187.22,23.007142857142856,17.4,34.12,38.12,24.38,38.85,22.07,20.98,31.98,54.9,94.88,29.12,24.55,33.55,32.25,36.92,51.1,10.47,88.48,35.85,15.5
28.89,57.17,29.0,238.05,24.401428571428568,17.38,35.5,49.45,28.38,37.98,20.48,21.77,33.52,59.1,94.28,31.7,24.27,37.2,37.0,39.92,62.4,5.85,92.4,40.2,11.6
31.67,60.58,29.93,278.8,25.965714285714288,18.95,35.8,58.28,29.22,41.4,24.98,23.52,35.48,61.05,95.03,32.83,27.68,40.17,37.03,44.2,65.42,17.58,92.17,43.58,18.23
31.76,58.62,30.3,318.98,30.696999999999996,20.92,36.17,62.43,27.0,65.7,30.55,27.57,37.38,67.0,93.03,34.92,24.33,42.27,37.27,47.62,71.2,32.92,95.84,69.45,28.08
41.04,78.55,29.35,226.9,26.666666666666668,19.75,33.38,53.45,24.65,67.03,30.9,29.62,43.7,58.42,90.43,34.92,23.2,41.52,35.23,51.33,60.35,36.52,85.7,82.88,48.98
41.32,69.35,28.7,199.53,19.27,17.95,28.28,47.2,24.05,55.25,30.8,27.93,42.62,53.53,91.18,31.85,23.1,40.68,35.52,50.92,56.2,43.38,74.99,71.6,39.27
39.2,62.1,28.55,155.62,19.9,17.77,27.6,40.47,22.75,42.67,29.62,25.23,34.3,54.23,91.7,31.82,24.15,41.45,36.0,51.98,48.83,50.9,72.34,52.3,33.07
38.94,67.2,28.92,141.97,16.55,17.57,28.05,36.1,21.0,38.22,25.7,24.07,34.85,49.62,91.62,31.0,25.7,42.33,37.1,52.5,43.7,67.12,71.58,43.75,32.32
40.25,63.75,29.57,141.5,13.8,16.05,28.18,32.92,22.45,39.15,24.0,21.38,42.02,51.15,95.98,29.48,25.73,40.85,37.85,51.6,40.15,61.45,71.0,39.78,33.55
65.84470588235294,60.73,29.52,129.62,13.53,14.5,29.58,31.8,23.0,40.9,22.43,20.62,54.92,48.03,93.57,31.25,28.43,47.97,37.27,48.08,40.2,52.08,72.22,37.55,31.88
64.08176470588236,53.58,29.73,120.8,14.48,14.62,35.45,28.7,20.77,35.95,23.15,20.27,37.4,45.85,90.65,28.43,28.95,49.3,37.35,43.05,37.85,58.35,75.09,40.6,29.77
61.03875,53.42,29.25,132.18,17.1,13.75,37.02,27.67,22.08,38.78,26.15,22.4,28.52,41.28,89.18,29.38,28.35,46.72,36.27,38.7,35.85,38.23,77.37,40.02,36.8
153.63,52.83,28.68,135.55,17.624666666666666,15.0,35.6,29.52,22.88,39.95,29.12,22.85,23.82,42.7,86.47,30.33,24.1,44.0,36.55,39.22,36.45,43.17,71.01,42.33,27.62
110.75,52.22,28.05,155.85,16.548,15.75,34.15,31.48,24.4,38.12,28.62,22.12,21.3,43.58,87.15,27.48,25.12,36.547333333333334,36.5,36.7,38.7,45.6,71.44,39.58,26.27
91.7,58.85,27.43,151.97,20.53,16.62,32.62,31.2,25.82,41.52,27.35,22.62,20.02,44.58,88.95,27.38,25.35,41.9,37.5,36.22,44.1,54.03,76.99,34.3,25.9
84.42,61.47,27.65,153.38,13.55,16.15,28.05,30.3,26.15,41.1,25.15,23.0,18.15,47.22,90.68,30.05,25.2,39.83,38.17,36.15,48.4,42.18,80.85,32.92,25.3
75.78,62.55,27.12,148.1,12.8,16.5,27.58,30.1,25.48,44.45,24.48,22.0,16.98,50.15,92.67,30.12,26.92,42.25,37.6,36.8,44.33,47.5,82.22,33.17,27.5
85.5,61.5,28.35,149.95,22.540000000000003,16.92,28.73,30.65,27.05,38.52,24.77,22.3,16.95,51.7,92.3,28.88,27.3,45.38,38.1,38.48,40.68,48.2,82.36,35.08,28.8
93.12,58.8,28.4,148.28,21.98777777777778,17.15,27.95,30.08,28.18,38.98,25.25,23.15,17.1,48.17,93.08,27.23,26.3,46.8,37.45,38.3,41.0,54.47,81.91,36.12,29.85
92.6,56.68,27.32,153.48,22.715555555555554,17.2,28.52,30.3,29.2,40.47,26.68,24.35,16.97,48.92,91.32,26.65,26.8,46.95,35.25,38.4,44.1,59.62,82.31,36.8,30.27
92.96,59.48,27.68,157.4,26.673750000000002,16.25,32.88,34.5,29.32,41.05,30.25,28.35,20.68,50.95,90.6,27.7,26.38,43.52,37.27,45.9,49.1,62.25,82.69,42.2,35.52
90.77,62.1,32.9,151.23,20.633333333333336,17.8,33.7,36.1,27.9,46.8,31.8,25.3,25.3,48.3,87.75,26.1,,35.6,37.8,44.9,49.8,66.15,82.98,42.7,54.0
83.67,67.72,30.35,137.23,20.996666666666666,18.4,33.0,34.9,27.95,48.33,28.73,22.3,18.9,47.23,89.62,26.65,26.35,32.83,32.92,40.85,46.55,58.17,81.31,42.83,56.4
82.62,69.83,27.57,137.15,22.19,17.25,33.1,33.77,26.45,42.92,23.57,23.43,18.2,48.2,90.28,26.55,25.65,29.88,33.12,36.53,43.9,58.88,81.85,39.08,53.7
83.94,74.88,27.02,139.67,23.200000000000003,18.2,31.15,33.47,23.07,42.6,22.1,23.62,21.83,49.25,93.97,27.02,25.98,31.3,33.05,35.15,44.3,55.23,84.08,37.9,50.03
88.03,70.22,27.65,173.18,24.643333333333334,18.38,26.05,36.15,24.88,44.7,21.25,23.3,22.32,49.25,93.65,25.95,25.32,34.2,33.5,37.8,51.02,42.12,82.92,38.25,51.6
87.2,75.0,28.77,189.32,25.082857142857144,17.75,24.15,38.7,23.75,39.62,20.65,23.85,22.48,48.2,93.92,27.62,24.85,36.75,33.4,41.0,52.72,31.35,82.38,41.42,53.75
71.77,77.65,29.23,181.35,24.4,18.4,23.52,34.65,27.07,45.4,22.4,24.4,24.7,47.6,93.7,27.98,27.65,40.03,32.6,42.65,49.3,35.7,70.67,41.22,47.17
67.14,61.35,28.15,161.8,22.4,17.4,24.35,30.9,25.32,43.75,26.3,25.05,24.12,46.15,89.2,25.85,25.95,41.05,32.45,43.22,44.62,49.77,69.61,40.25,35.33
57.99,50.52,26.5,131.12,21.25,15.18,26.07,27.33,23.32,36.0,28.73,23.55,24.52,44.3,91.03,25.83,24.35,40.5,32.6,43.2,38.15,41.47,65.99,35.05,26.42
